"","YEAR","NREC","NCRN","RECON","X20LP","CRSQ","VRSQ","RE","CE","ACT","X20LP.1"
"1157",1686,7,53,-1.682,-0.058,0.651,0.663,0.643,0.626,-99.999,-99.999
"1158",1687,7,54,0.765,-0.045,0.651,0.663,0.643,0.626,-99.999,-99.999
"1159",1688,7,54,-0.13,-0.026,0.651,0.663,0.643,0.626,-99.999,-99.999
"1160",1689,7,55,0.57,0.002,0.651,0.663,0.643,0.626,-99.999,-99.999
"1161",1690,7,55,-0.96,0.041,0.651,0.663,0.643,0.626,-99.999,-99.999
"1162",1691,7,55,-0.333,0.098,0.651,0.663,0.641,0.625,-99.999,-99.999
"1163",1692,7,55,-0.173,0.17,0.651,0.663,0.641,0.625,-99.999,-99.999
"1164",1693,7,55,0.39,0.253,0.651,0.663,0.641,0.625,-99.999,-99.999
"1165",1694,7,55,2.136,0.336,0.651,0.663,0.641,0.625,-99.999,-99.999
"1166",1695,7,55,-2.723,0.416,0.651,0.663,0.641,0.625,-99.999,-99.999
"1167",1696,7,55,0.762,0.492,0.651,0.663,0.641,0.625,-99.999,-99.999
"1168",1697,7,55,3.912,0.55,0.651,0.663,0.641,0.624,-99.999,-99.999
"1169",1698,7,56,-0.669,0.575,0.651,0.663,0.635,0.619,-99.999,-99.999
"1170",1699,7,56,-0.112,0.575,0.651,0.663,0.635,0.619,-99.999,-99.999
"1171",1700,7,56,0.906,0.552,0.651,0.663,0.635,0.619,-99.999,-99.999
"1172",1701,7,56,1.732,0.504,0.651,0.663,0.635,0.619,-99.999,-99.999
"1173",1702,7,56,1.809,0.431,0.651,0.663,0.635,0.619,-99.999,-99.999
"1174",1703,7,56,-1.54,0.343,0.651,0.663,0.635,0.619,-99.999,-99.999
"1175",1704,7,56,0.778,0.26,0.651,0.663,0.635,0.619,-99.999,-99.999
"1176",1705,7,56,-0.849,0.191,0.651,0.663,0.635,0.619,-99.999,-99.999
"1177",1706,7,56,-1.766,0.145,0.651,0.663,0.635,0.619,-99.999,-99.999
"1178",1707,7,56,2.376,0.122,0.651,0.663,0.635,0.619,-99.999,-99.999
"1179",1708,7,56,-1.914,0.109,0.651,0.663,0.635,0.619,-99.999,-99.999
"1180",1709,7,56,1.851,0.104,0.651,0.663,0.635,0.619,-99.999,-99.999
"1181",1710,7,56,-0.578,0.099,0.651,0.663,0.635,0.619,-99.999,-99.999
"1182",1711,7,56,0.352,0.089,0.651,0.663,0.635,0.619,-99.999,-99.999
"1183",1712,7,56,-0.627,0.072,0.651,0.663,0.635,0.619,-99.999,-99.999
"1184",1713,7,56,0.786,0.044,0.651,0.663,0.635,0.619,-99.999,-99.999
"1185",1714,7,56,-0.983,-0.003,0.651,0.663,0.635,0.619,-99.999,-99.999
"1186",1715,7,56,3.569,-0.074,0.651,0.663,0.635,0.619,-99.999,-99.999
"1187",1716,7,56,1.139,-0.173,0.651,0.663,0.635,0.619,-99.999,-99.999
"1188",1717,7,56,-3.023,-0.279,0.651,0.663,0.635,0.619,-99.999,-99.999
"1189",1718,7,56,-0.875,-0.364,0.651,0.663,0.635,0.619,-99.999,-99.999
"1190",1719,7,56,-0.799,-0.413,0.651,0.663,0.635,0.619,-99.999,-99.999
"1191",1720,7,56,-0.867,-0.421,0.651,0.663,0.635,0.619,-99.999,-99.999
"1192",1721,7,56,-2.991,-0.388,0.651,0.663,0.635,0.619,-99.999,-99.999
"1193",1722,7,56,1.041,-0.321,0.651,0.663,0.635,0.619,-99.999,-99.999
"1194",1723,7,56,0.03,-0.241,0.651,0.663,0.635,0.619,-99.999,-99.999
"1195",1724,7,56,-0.008,-0.166,0.651,0.663,0.635,0.619,-99.999,-99.999
"1196",1725,7,56,1.357,-0.109,0.651,0.663,0.635,0.619,-99.999,-99.999
"1197",1726,7,56,-0.214,-0.078,0.651,0.663,0.635,0.619,-99.999,-99.999
"1198",1727,7,56,1.765,-0.074,0.651,0.663,0.635,0.619,-99.999,-99.999
"1199",1728,7,56,-1.419,-0.091,0.651,0.663,0.635,0.619,-99.999,-99.999
"1200",1729,7,56,-2.708,-0.114,0.651,0.663,0.635,0.619,-99.999,-99.999
"1201",1730,7,56,1.485,-0.14,0.651,0.663,0.635,0.619,-99.999,-99.999
"1202",1731,7,56,0.198,-0.18,0.651,0.663,0.635,0.619,-99.999,-99.999
"1203",1732,7,56,1.27,-0.238,0.651,0.663,0.635,0.619,-99.999,-99.999
"1204",1733,7,56,-0.436,-0.313,0.651,0.663,0.635,0.619,-99.999,-99.999
"1205",1734,7,56,0.157,-0.39,0.651,0.663,0.635,0.619,-99.999,-99.999
"1206",1735,7,56,-2.051,-0.454,0.651,0.663,0.635,0.619,-99.999,-99.999
"1207",1736,7,56,-2.16,-0.489,0.651,0.663,0.635,0.619,-99.999,-99.999
"1208",1737,7,56,0.034,-0.492,0.651,0.663,0.635,0.619,-99.999,-99.999
"1209",1738,7,56,1.534,-0.469,0.651,0.663,0.635,0.619,-99.999,-99.999
"1210",1739,7,56,-2.028,-0.427,0.651,0.663,0.635,0.619,-99.999,-99.999
"1211",1740,7,56,-0.119,-0.357,0.651,0.663,0.635,0.619,-99.999,-99.999
"1212",1741,7,56,-3.019,-0.261,0.651,0.663,0.635,0.619,-99.999,-99.999
"1213",1742,7,56,2.03,-0.144,0.651,0.663,0.635,0.619,-99.999,-99.999
"1214",1743,7,56,-0.053,-0.025,0.651,0.663,0.635,0.619,-99.999,-99.999
"1215",1744,7,56,-0.146,0.085,0.651,0.663,0.635,0.619,-99.999,-99.999
"1216",1745,7,56,1.096,0.181,0.651,0.663,0.635,0.619,-99.999,-99.999
"1217",1746,7,56,1,0.254,0.651,0.663,0.635,0.619,-99.999,-99.999
"1218",1747,7,56,0.189,0.304,0.651,0.663,0.635,0.619,-99.999,-99.999
"1219",1748,7,56,-1.203,0.337,0.651,0.663,0.635,0.619,-99.999,-99.999
"1220",1749,7,56,1.154,0.357,0.651,0.663,0.635,0.619,-99.999,-99.999
"1221",1750,7,56,1.102,0.36,0.651,0.663,0.635,0.619,-99.999,-99.999
"1222",1751,7,56,-1,0.343,0.651,0.663,0.635,0.619,-99.999,-99.999
"1223",1752,7,56,1.888,0.309,0.651,0.663,0.635,0.619,-99.999,-99.999
"1224",1753,7,56,0.636,0.257,0.651,0.663,0.635,0.619,-99.999,-99.999
"1225",1754,7,56,0.7,0.193,0.651,0.663,0.635,0.619,-99.999,-99.999
"1226",1755,7,56,2.104,0.128,0.651,0.663,0.635,0.619,-99.999,-99.999
"1227",1756,7,56,-3.945,0.083,0.651,0.663,0.635,0.619,-99.999,-99.999
"1228",1757,7,56,-1.61,0.085,0.651,0.663,0.635,0.619,-99.999,-99.999
"1229",1758,7,56,0.051,0.133,0.651,0.663,0.635,0.619,-99.999,-99.999
"1230",1759,7,56,-0.707,0.211,0.651,0.663,0.635,0.619,-99.999,-99.999
"1231",1760,7,56,1.095,0.298,0.651,0.663,0.635,0.619,-99.999,-99.999
"1232",1761,7,56,3.257,0.366,0.651,0.663,0.635,0.619,-99.999,-99.999
"1233",1762,7,56,0.93,0.399,0.651,0.663,0.635,0.619,-99.999,-99.999
"1234",1763,7,56,1.073,0.399,0.651,0.663,0.635,0.619,-99.999,-99.999
"1235",1764,7,56,-1.414,0.378,0.651,0.663,0.635,0.619,-99.999,-99.999
"1236",1765,7,56,-0.624,0.351,0.651,0.663,0.635,0.619,-99.999,-99.999
"1237",1766,7,56,1.398,0.319,0.651,0.663,0.635,0.619,-99.999,-99.999
"1238",1767,7,56,0.255,0.278,0.651,0.663,0.635,0.619,-99.999,-99.999
"1239",1768,7,56,0.6,0.229,0.651,0.663,0.635,0.619,-99.999,-99.999
"1240",1769,7,56,0.514,0.173,0.651,0.663,0.635,0.619,-99.999,-99.999
"1241",1770,7,56,-1.165,0.116,0.651,0.663,0.635,0.619,-99.999,-99.999
"1242",1771,7,56,-0.96,0.064,0.651,0.663,0.635,0.619,-99.999,-99.999
"1243",1772,7,56,0.787,0.013,0.651,0.663,0.635,0.619,-99.999,-99.999
"1244",1773,7,56,1.377,-0.046,0.651,0.663,0.635,0.619,-99.999,-99.999
"1245",1774,7,56,-0.137,-0.12,0.651,0.663,0.635,0.619,-99.999,-99.999
"1246",1775,7,56,2.628,-0.203,0.651,0.663,0.635,0.619,-99.999,-99.999
"1247",1776,7,56,-3.537,-0.282,0.651,0.663,0.635,0.619,-99.999,-99.999
"1248",1777,7,56,-1.709,-0.332,0.651,0.663,0.635,0.619,-99.999,-99.999
"1249",1778,7,56,-0.645,-0.348,0.651,0.663,0.635,0.619,-99.999,-99.999
"1250",1779,7,56,0.499,-0.337,0.651,0.663,0.635,0.619,-99.999,-99.999
"1251",1780,7,56,-0.174,-0.31,0.651,0.663,0.635,0.619,-99.999,-99.999
"1252",1781,7,56,0.651,-0.274,0.651,0.663,0.635,0.619,-99.999,-99.999
"1253",1782,7,56,0.138,-0.23,0.651,0.663,0.635,0.619,-99.999,-99.999
"1254",1783,7,56,-3.63,-0.173,0.651,0.663,0.635,0.619,-99.999,-99.999
"1255",1784,7,56,0.406,-0.102,0.651,0.663,0.635,0.619,-99.999,-99.999
"1256",1785,7,56,1.65,-0.033,0.651,0.663,0.635,0.619,-99.999,-99.999
"1257",1786,7,56,-0.203,0.016,0.651,0.663,0.635,0.619,-99.999,-99.999
"1258",1787,7,56,0.334,0.037,0.651,0.663,0.635,0.619,-99.999,-99.999
"1259",1788,7,56,-1.188,0.028,0.651,0.663,0.635,0.619,-99.999,-99.999
"1260",1789,7,56,2.354,-0.018,0.651,0.663,0.635,0.619,-99.999,-99.999
"1261",1790,7,56,1.016,-0.108,0.651,0.663,0.635,0.619,-99.999,-99.999
"1262",1791,7,56,0.703,-0.236,0.651,0.663,0.635,0.619,-99.999,-99.999
"1263",1792,7,56,-0.289,-0.382,0.651,0.663,0.635,0.619,-99.999,-99.999
"1264",1793,7,56,-0.86,-0.519,0.651,0.663,0.635,0.619,-99.999,-99.999
"1265",1794,7,56,-3.069,-0.617,0.651,0.663,0.635,0.619,-99.999,-99.999
"1266",1795,7,56,-2.036,-0.653,0.651,0.663,0.635,0.619,-99.999,-99.999
"1267",1796,7,56,-0.769,-0.624,0.651,0.663,0.635,0.619,-99.999,-99.999
"1268",1797,7,56,-0.462,-0.538,0.651,0.663,0.635,0.619,-99.999,-99.999
"1269",1798,7,56,-1.114,-0.406,0.651,0.663,0.635,0.619,-99.999,-99.999
"1270",1799,7,56,1.065,-0.242,0.651,0.663,0.635,0.619,-99.999,-99.999
"1271",1800,7,56,-3.445,-0.06,0.651,0.663,0.635,0.619,-99.999,-99.999
"1272",1801,7,56,2.686,0.126,0.651,0.663,0.635,0.619,-99.999,-99.999
"1273",1802,7,56,1.976,0.286,0.651,0.663,0.635,0.619,-99.999,-99.999
"1274",1803,7,56,2.02,0.407,0.651,0.663,0.635,0.619,-99.999,-99.999
"1275",1804,7,56,-0.645,0.49,0.651,0.663,0.635,0.619,-99.999,-99.999
"1276",1805,7,56,0.08,0.549,0.651,0.663,0.635,0.619,-99.999,-99.999
"1277",1806,7,56,1.431,0.594,0.651,0.663,0.635,0.619,-99.999,-99.999
"1278",1807,7,56,-1.63,0.629,0.651,0.663,0.635,0.619,-99.999,-99.999
"1279",1808,7,56,0.794,0.659,0.651,0.663,0.635,0.619,-99.999,-99.999
"1280",1809,7,56,0.105,0.678,0.651,0.663,0.635,0.619,-99.999,-99.999
"1281",1810,7,56,2.906,0.676,0.651,0.663,0.635,0.619,-99.999,-99.999
"1282",1811,7,56,1.589,0.64,0.651,0.663,0.635,0.619,-99.999,-99.999
"1283",1812,7,56,0.048,0.576,0.651,0.663,0.635,0.619,-99.999,-99.999
"1284",1813,7,56,0.364,0.497,0.651,0.663,0.635,0.619,-99.999,-99.999
"1285",1814,7,56,0.202,0.414,0.651,0.663,0.635,0.619,-99.999,-99.999
"1286",1815,7,56,-0.133,0.336,0.651,0.663,0.635,0.619,-99.999,-99.999
"1287",1816,7,56,0.122,0.27,0.651,0.663,0.635,0.619,-99.999,-99.999
"1288",1817,7,56,-1.773,0.219,0.651,0.663,0.635,0.619,-99.999,-99.999
"1289",1818,7,56,0.778,0.182,0.651,0.663,0.635,0.619,-99.999,-99.999
"1290",1819,7,56,1.601,0.144,0.651,0.663,0.635,0.619,-99.999,-99.999
"1291",1820,7,56,1.352,0.094,0.651,0.663,0.635,0.619,-99.999,-99.999
"1292",1821,7,56,0.186,0.034,0.651,0.663,0.635,0.619,-99.999,-99.999
"1293",1822,7,56,-1.786,-0.024,0.651,0.663,0.635,0.619,-99.999,-99.999
"1294",1823,7,56,-1.157,-0.068,0.651,0.663,0.635,0.619,-99.999,-99.999
"1295",1824,7,56,-0.62,-0.098,0.651,0.663,0.635,0.619,-99.999,-99.999
"1296",1825,7,56,1.581,-0.125,0.651,0.663,0.635,0.619,-99.999,-99.999
"1297",1826,7,56,1.406,-0.163,0.651,0.663,0.635,0.619,-99.999,-99.999
"1298",1827,7,56,-0.111,-0.214,0.651,0.663,0.635,0.619,-99.999,-99.999
"1299",1828,7,56,-0.88,-0.265,0.651,0.663,0.635,0.619,-99.999,-99.999
"1300",1829,7,56,-3.235,-0.301,0.651,0.663,0.635,0.619,-99.999,-99.999
"1301",1830,7,56,0.645,-0.317,0.651,0.663,0.635,0.619,-99.999,-99.999
"1302",1831,7,56,-0.875,-0.326,0.651,0.663,0.635,0.619,-99.999,-99.999
"1303",1832,7,56,2.332,-0.339,0.651,0.663,0.635,0.619,-99.999,-99.999
"1304",1833,7,56,-0.466,-0.366,0.651,0.663,0.635,0.619,-99.999,-99.999
"1305",1834,7,56,-3.212,-0.402,0.651,0.663,0.635,0.619,-99.999,-99.999
"1306",1835,7,56,0.85,-0.439,0.651,0.663,0.635,0.619,-99.999,-99.999
"1307",1836,7,56,1.77,-0.49,0.651,0.663,0.635,0.619,-99.999,-99.999
"1308",1837,7,56,-1.348,-0.556,0.651,0.663,0.635,0.619,-99.999,-99.999
"1309",1838,7,56,0.529,-0.627,0.651,0.663,0.635,0.619,-99.999,-99.999
"1310",1839,7,56,-3.328,-0.688,0.651,0.663,0.635,0.619,-99.999,-99.999
"1311",1840,7,56,0.04,-0.726,0.651,0.663,0.635,0.619,-99.999,-99.999
"1312",1841,7,56,-1.571,-0.74,0.651,0.663,0.635,0.619,-99.999,-99.999
"1313",1842,7,56,0.269,-0.73,0.651,0.663,0.635,0.619,-99.999,-99.999
"1314",1843,7,56,-2.318,-0.698,0.651,0.663,0.635,0.619,-99.999,-99.999
"1315",1844,7,56,-1.479,-0.645,0.651,0.663,0.635,0.619,-99.999,-99.999
"1316",1845,7,56,2.83,-0.581,0.651,0.663,0.635,0.619,-99.999,-99.999
"1317",1846,7,56,-1.923,-0.519,0.651,0.663,0.635,0.619,-99.999,-99.999
"1318",1847,7,56,0.135,-0.452,0.651,0.663,0.635,0.619,-99.999,-99.999
"1319",1848,7,56,-1.644,-0.379,0.651,0.663,0.635,0.619,-99.999,-99.999
"1320",1849,7,56,-0.351,-0.296,0.651,0.663,0.635,0.619,-99.999,-99.999
"1321",1850,7,56,0.197,-0.209,0.651,0.663,0.635,0.619,-99.999,-99.999
"1322",1851,7,56,-0.08,-0.123,0.651,0.663,0.635,0.619,-99.999,-99.999
"1323",1852,7,56,-0.72,-0.044,0.651,0.663,0.635,0.619,-99.999,-99.999
"1324",1853,7,56,1.833,0.026,0.651,0.663,0.635,0.619,-99.999,-99.999
"1325",1854,7,56,-0.015,0.081,0.651,0.663,0.635,0.619,-99.999,-99.999
"1326",1855,7,56,-0.56,0.124,0.651,0.663,0.635,0.619,-99.999,-99.999
"1327",1856,7,56,0.37,0.164,0.651,0.663,0.635,0.619,-99.999,-99.999
"1328",1857,7,56,0.578,0.201,0.651,0.663,0.635,0.619,-99.999,-99.999
"1329",1858,7,56,-1.312,0.239,0.651,0.663,0.635,0.619,-99.999,-99.999
"1330",1859,7,56,-0.927,0.28,0.651,0.663,0.635,0.619,-99.999,-99.999
"1331",1860,7,56,1.387,0.316,0.651,0.663,0.635,0.619,-99.999,-99.999
"1332",1861,7,56,1.881,0.33,0.651,0.663,0.635,0.619,-99.999,-99.999
"1333",1862,7,56,2.723,0.313,0.651,0.663,0.635,0.619,-99.999,-99.999
"1334",1863,7,56,-2.037,0.27,0.651,0.663,0.635,0.619,-99.999,-99.999
"1335",1864,7,56,-1.161,0.223,0.651,0.663,0.635,0.619,-99.999,-99.999
"1336",1865,7,56,-1.653,0.178,0.651,0.663,0.635,0.619,-99.999,-99.999
"1337",1866,7,56,4.323,0.128,0.651,0.663,0.635,0.619,-99.999,-99.999
"1338",1867,7,56,0.58,0.056,0.651,0.663,0.635,0.619,-99.999,-99.999
"1339",1868,7,56,1.024,-0.028,0.651,0.663,0.635,0.619,-99.999,-99.999
"1340",1869,7,56,-2.302,-0.103,0.651,0.663,0.635,0.619,-99.999,-99.999
"1341",1870,7,56,-1.475,-0.143,0.651,0.663,0.635,0.619,-99.999,-99.999
"1342",1871,7,56,-0.897,-0.138,0.651,0.663,0.635,0.619,-99.999,-99.999
"1343",1872,7,56,-0.078,-0.09,0.651,0.663,0.635,0.619,-99.999,-99.999
"1344",1873,7,56,0.389,-0.009,0.651,0.663,0.635,0.619,-99.999,-99.999
"1345",1874,7,56,-0.581,0.094,0.651,0.663,0.635,0.619,-99.999,-99.999
"1346",1875,7,56,-1.282,0.211,0.651,0.663,0.635,0.619,-99.999,-99.999
"1347",1876,7,56,1.791,0.327,0.651,0.663,0.635,0.619,-99.999,-99.999
"1348",1877,7,56,1.361,0.418,0.651,0.663,0.635,0.619,-99.999,-99.999
"1349",1878,7,56,1.388,0.47,0.651,0.663,0.635,0.619,-99.999,-99.999
"1350",1879,7,56,0.189,0.477,0.651,0.663,0.635,0.619,-99.999,-99.999
"1351",1880,7,56,0.804,0.443,0.651,0.663,0.635,0.619,-99.999,-99.999
"1352",1881,7,56,1.383,0.369,0.651,0.663,0.635,0.619,-99.999,-99.999
"1353",1882,7,56,0.393,0.261,0.651,0.663,0.635,0.619,-99.999,-99.999
"1354",1883,7,56,-1.669,0.133,0.651,0.663,0.635,0.619,-99.999,-99.999
"1355",1884,7,56,1.345,-0.003,0.651,0.663,0.635,0.619,-99.999,-99.999
"1356",1885,7,56,0.787,-0.142,0.651,0.663,0.635,0.619,-99.999,-99.999
"1357",1886,7,56,-1.486,-0.274,0.651,0.663,0.635,0.619,-99.999,-99.999
"1358",1887,7,56,0.32,-0.382,0.651,0.663,0.635,0.619,-99.999,-99.999
"1359",1888,7,56,-1.121,-0.453,0.651,0.663,0.635,0.619,-99.999,-99.999
"1360",1889,7,56,-3.148,-0.474,0.651,0.663,0.635,0.619,-99.999,-99.999
"1361",1890,7,56,-1.187,-0.439,0.651,0.663,0.635,0.619,-99.999,-99.999
"1362",1891,7,56,0.74,-0.362,0.651,0.663,0.635,0.619,-99.999,-99.999
"1363",1892,7,56,-0.602,-0.264,0.651,0.663,0.635,0.619,-99.999,-99.999
"1364",1893,7,56,0.012,-0.16,0.651,0.663,0.635,0.619,-99.999,-99.999
"1365",1894,7,56,3.943,-0.067,0.651,0.663,0.635,0.619,-99.999,-99.999
"1366",1895,7,56,-2.6,0.008,0.651,0.663,0.635,0.619,-99.999,-99.999
"1367",1896,7,56,0.538,0.076,0.651,0.663,0.635,0.619,-99.999,-99.999
"1368",1897,7,56,0.04,0.142,0.651,0.663,0.635,0.619,-99.999,-99.999
"1369",1898,7,56,-2.094,0.209,0.651,0.663,0.635,0.619,-99.999,-99.999
"1370",1899,7,56,1.678,0.274,0.651,0.663,0.635,0.619,-99.999,-99.999
"1371",1900,7,56,1.841,0.324,0.651,0.663,0.635,0.619,1.533,1.567
"1372",1901,7,56,0.454,0.351,0.651,0.663,0.635,0.619,1.439,1.421
"1373",1902,7,56,-0.196,0.363,0.651,0.663,0.635,0.619,1.914,1.276
"1374",1903,7,56,0.093,0.367,0.651,0.663,0.635,0.619,1.114,1.131
"1375",1904,7,56,0.352,0.368,0.651,0.663,0.635,0.619,0.974,0.991
"1376",1905,7,56,-0.589,0.366,0.651,0.663,0.635,0.619,0.087,0.863
"1377",1906,7,56,0.747,0.362,0.651,0.663,0.635,0.619,0.845,0.751
"1378",1907,7,56,1.506,0.349,0.651,0.663,0.635,0.619,1.749,0.654
"1379",1908,7,56,0.327,0.323,0.651,0.663,0.635,0.619,0.881,0.574
"1380",1909,7,56,0.631,0.291,0.651,0.663,0.635,0.619,-0.917,0.518
"1381",1910,7,56,-2.061,0.258,0.651,0.663,0.635,0.619,-1.498,0.497
"1382",1911,7,56,0.081,0.231,0.651,0.663,0.635,0.619,-0.536,0.508
"1383",1912,7,56,0.813,0.201,0.651,0.663,0.635,0.619,2.272,0.533
"1384",1913,7,56,1.75,0.154,0.651,0.663,0.635,0.619,2.246,0.545
"1385",1914,7,56,-0.383,0.085,0.651,0.663,0.635,0.619,-0.378,0.53
"1386",1915,7,56,-0.868,-0.003,0.651,0.663,0.635,0.619,-1.18,0.486
"1387",1916,7,56,2.987,-0.107,0.651,0.663,0.635,0.619,4.557,0.406
"1388",1917,7,56,-1.612,-0.226,0.651,0.663,0.635,0.619,0.855,0.278
"1389",1918,7,56,-2.357,-0.343,0.651,0.663,0.635,0.619,-1.827,0.113
"1390",1919,7,56,-0.116,-0.448,0.651,0.663,0.635,0.619,-1.059,-0.07
"1391",1920,7,56,-1.347,-0.545,0.651,0.663,0.635,0.619,0.053,-0.263
"1392",1921,7,56,2.048,-0.642,0.651,0.663,0.635,0.619,1.532,-0.47
"1393",1922,7,56,-1.885,-0.745,0.651,0.663,0.635,0.619,-0.841,-0.689
"1394",1923,7,56,0.24,-0.849,0.651,0.663,0.635,0.619,-0.04,-0.907
"1395",1924,7,56,-3.437,-0.946,0.651,0.663,0.635,0.619,-3.467,-1.106
"1396",1925,7,56,0.504,-1.031,0.651,0.663,0.635,0.619,-1.001,-1.266
"1397",1926,7,56,-2.462,-1.109,0.651,0.663,0.635,0.619,-3.299,-1.381
"1398",1927,7,56,0.8,-1.18,0.651,0.663,0.635,0.619,-0.015,-1.451
"1399",1928,7,56,-0.369,-1.25,0.651,0.663,0.635,0.619,-1.452,-1.485
"1400",1929,7,56,-2.257,-1.31,0.651,0.663,0.635,0.619,-1.596,-1.485
"1401",1930,7,56,-1.567,-1.346,0.651,0.663,0.635,0.619,-2.311,-1.451
"1402",1931,7,56,-3.366,-1.347,0.651,0.663,0.635,0.619,-1.973,-1.387
"1403",1932,7,56,-0.243,-1.31,0.651,0.663,0.635,0.619,-0.159,-1.301
"1404",1933,7,56,-0.437,-1.243,0.651,0.663,0.635,0.619,-0.114,-1.205
"1405",1934,7,56,-2.32,-1.149,0.651,0.663,0.635,0.619,-2.591,-1.105
"1406",1935,7,56,-0.917,-1.026,0.651,0.663,0.635,0.619,-1.715,-0.997
"1407",1936,7,56,-1.708,-0.878,0.651,0.663,0.635,0.619,0.263,-0.889
"1408",1937,7,56,0.018,-0.711,0.651,0.663,0.635,0.619,1.451,-0.793
"1409",1938,7,56,0.482,-0.537,0.651,0.663,0.635,0.619,-0.828,-0.71
"1410",1939,7,56,-2.336,-0.361,0.651,0.663,0.635,0.619,-2.59,-0.626
"1411",1940,7,56,-0.666,-0.183,0.651,0.663,0.635,0.619,-1.672,-0.527
"1412",1941,7,56,0.594,-0.018,0.651,0.663,0.635,0.619,-0.292,-0.415
"1413",1942,7,56,2.319,0.116,0.651,0.663,0.635,0.619,1.026,-0.301
"1414",1943,7,56,2.025,0.209,0.651,0.663,0.635,0.619,1.451,-0.194
"1415",1944,7,56,-1.045,0.266,0.651,0.663,0.635,0.619,-2.09,-0.094
"1416",1945,7,56,-0.857,0.308,0.651,0.663,0.635,0.619,-0.446,0.011
"1417",1946,7,56,1.118,0.347,0.651,0.663,0.635,0.619,0.269,0.12
"1418",1947,7,56,-0.835,0.387,0.651,0.663,0.635,0.619,-0.713,0.227
"1419",1948,7,56,1.119,0.433,0.651,0.663,0.635,0.619,3.696,0.324
"1420",1949,7,56,-0.589,0.485,0.651,0.663,0.635,0.619,-1.157,0.404
"1421",1950,7,56,0.816,0.542,0.651,0.663,0.635,0.619,0.746,0.477
"1422",1951,7,56,-0.409,0.601,0.651,0.663,0.635,0.619,-1.056,0.549
"1423",1952,7,56,-0.022,0.653,0.651,0.663,0.635,0.619,-0.506,0.622
"1424",1953,7,56,2.765,0.685,0.651,0.663,0.635,0.619,2.243,0.686
"1425",1954,7,56,2.323,0.681,0.651,0.663,0.635,0.619,1.525,0.725
"1426",1955,7,56,-1.164,0.639,0.651,0.663,0.635,0.619,0.188,0.731
"1427",1956,7,56,2.459,0.568,0.651,0.663,0.635,0.619,2.339,0.705
"1428",1957,7,56,1.132,0.473,0.651,0.663,0.635,0.619,0.777,0.645
"1429",1958,7,56,-0.527,0.366,0.651,0.663,0.635,0.619,-0.236,0.563
"1430",1959,7,56,-1.24,0.269,0.651,0.663,0.635,0.619,-0.033,0.47
"1431",1960,7,56,-0.866,0.193,0.651,0.663,0.635,0.619,0.192,0.373
"1432",1961,7,56,-0.431,0.139,0.651,0.663,0.635,0.619,0.219,0.273
"1433",1962,7,56,1.026,0.096,0.651,0.663,0.635,0.619,0.107,0.169
"1434",1963,7,56,1.124,0.05,0.651,0.663,0.635,0.619,1.693,0.061
"1435",1964,7,56,0.533,-0.008,0.651,0.663,0.635,0.619,0.573,-0.051
"1436",1965,7,56,1.512,-0.074,0.651,0.663,0.635,0.619,-0.267,-0.155
"1437",1966,7,56,-1.971,-0.139,0.651,0.663,0.635,0.619,-2.184,-0.231
"1438",1967,7,56,-1.211,-0.187,0.651,0.663,0.635,0.619,-1.564,-0.264
"1439",1968,7,56,-1.356,-0.208,0.651,0.663,0.635,0.619,-0.402,-0.252
"1440",1969,7,56,1.037,-0.209,0.651,0.663,0.635,0.619,0.321,-0.207
"1441",1970,7,56,-0.577,-0.201,0.651,0.663,0.635,0.619,-1.212,-0.141
"1442",1971,7,56,1.405,-0.19,0.651,0.663,0.635,0.619,1.613,-0.067
"1443",1972,7,56,0.827,-0.18,0.651,0.663,0.635,0.619,1.276,0.002
"1444",1973,7,56,-2.958,-0.163,0.651,0.663,0.635,0.619,-2.269,0.061
"1445",1974,7,56,1.337,-0.128,0.651,0.663,0.635,0.619,2.208,0.114
"1446",1975,7,56,-0.233,-0.076,0.651,0.663,0.635,0.619,0.585,0.154
"1447",1976,7,56,-0.34,-0.005,0.651,0.663,0.635,0.619,0.699,0.186
"1448",1977,7,56,-2.376,0.089,0.651,0.663,0.635,0.619,-2.628,0.221
"1449",1978,7,56,1.553,0.203,0.651,0.663,0.635,0.619,0.931,0.27
"1450",1979,7,-99,-0.986,0.319,-99.999,-99.999,-99.999,-99.999,-1.347,0.327
"1451",1980,7,-99,1.155,0.423,-99.999,-99.999,-99.999,-99.999,0.841,0.384
"1452",1981,7,-99,1.033,0.494,-99.999,-99.999,-99.999,-99.999,1.02,0.422
"1453",1982,7,-99,1.086,0.518,-99.999,-99.999,-99.999,-99.999,0.778,0.424
"1454",1983,7,-99,2.977,0.482,-99.999,-99.999,-99.999,-99.999,2.739,0.379
"1455",1984,7,-99,3.011,0.385,-99.999,-99.999,-99.999,-99.999,2.926,0.283
"1456",1985,7,-99,-1.772,0.247,-99.999,-99.999,-99.999,-99.999,-1.657,0.152
"1457",1986,7,-99,-0.508,0.105,-99.999,-99.999,-99.999,-99.999,-0.819,0.018
"1458",1987,7,-99,-1.832,-0.015,-99.999,-99.999,-99.999,-99.999,-1.773,-0.093
"1459",1988,7,-99,-0.423,-0.095,-99.999,-99.999,-99.999,-99.999,0.066,-0.166
"1460",1989,7,-99,-0.299,-0.131,-99.999,-99.999,-99.999,-99.999,-0.673,-0.201
