"","YEAR","NREC","NCRN","RECON","X20LP","CRSQ","VRSQ","RE","CE","ACT","X20LP.1"
"852",1381,7,10,0.865,-0.063,0.436,0.502,0.458,0.432,-99.999,-99.999
"853",1382,7,10,0.104,0.021,0.436,0.502,0.458,0.432,-99.999,-99.999
"854",1383,7,10,-0.748,0.113,0.443,0.502,0.458,0.432,-99.999,-99.999
"855",1384,7,10,-1.201,0.209,0.443,0.502,0.458,0.432,-99.999,-99.999
"856",1385,7,10,2.273,0.298,0.444,0.503,0.458,0.432,-99.999,-99.999
"857",1386,7,10,0.977,0.362,0.446,0.503,0.458,0.433,-99.999,-99.999
"858",1387,7,10,1.162,0.393,0.446,0.503,0.458,0.433,-99.999,-99.999
"859",1388,7,10,1.796,0.392,0.446,0.503,0.458,0.433,-99.999,-99.999
"860",1389,7,10,0.577,0.37,0.446,0.503,0.458,0.433,-99.999,-99.999
"861",1390,7,10,-1.931,0.347,0.446,0.503,0.458,0.433,-99.999,-99.999
"862",1391,7,10,-0.503,0.342,0.446,0.503,0.458,0.433,-99.999,-99.999
"863",1392,7,10,-0.897,0.361,0.446,0.503,0.458,0.433,-99.999,-99.999
"864",1393,7,10,0.681,0.397,0.446,0.503,0.458,0.433,-99.999,-99.999
"865",1394,7,10,1.209,0.433,0.446,0.503,0.458,0.433,-99.999,-99.999
"866",1395,7,10,1.107,0.455,0.446,0.503,0.458,0.433,-99.999,-99.999
"867",1396,7,11,1.914,0.455,0.446,0.503,0.458,0.433,-99.999,-99.999
"868",1397,7,11,0.14,0.432,0.446,0.503,0.458,0.433,-99.999,-99.999
"869",1398,7,11,0.395,0.396,0.446,0.503,0.458,0.433,-99.999,-99.999
"870",1399,7,11,-1.824,0.357,0.446,0.503,0.46,0.435,-99.999,-99.999
"871",1400,7,11,0.163,0.322,0.459,0.503,0.461,0.437,-99.999,-99.999
"872",1401,7,12,1.354,0.281,0.461,0.503,0.461,0.437,-99.999,-99.999
"873",1402,7,12,1.311,0.223,0.461,0.503,0.461,0.437,-99.999,-99.999
"874",1403,7,12,-0.46,0.147,0.461,0.503,0.465,0.439,-99.999,-99.999
"875",1404,7,12,0.667,0.057,0.461,0.503,0.465,0.439,-99.999,-99.999
"876",1405,7,12,2.053,-0.042,0.461,0.505,0.465,0.439,-99.999,-99.999
"877",1406,7,12,-1.714,-0.142,0.461,0.506,0.465,0.439,-99.999,-99.999
"878",1407,7,12,-1.904,-0.218,0.461,0.508,0.465,0.439,-99.999,-99.999
"879",1408,7,12,-1.043,-0.259,0.464,0.508,0.465,0.439,-99.999,-99.999
"880",1409,7,12,0.841,-0.265,0.464,0.508,0.465,0.439,-99.999,-99.999
"881",1410,7,12,-2.071,-0.246,0.464,0.508,0.465,0.439,-99.999,-99.999
"882",1411,7,12,1.136,-0.206,0.464,0.508,0.465,0.439,-99.999,-99.999
"883",1412,7,13,1.742,-0.158,0.464,0.508,0.465,0.439,-99.999,-99.999
"884",1413,7,13,-1.424,-0.107,0.464,0.508,0.465,0.439,-99.999,-99.999
"885",1414,7,13,-0.255,-0.043,0.464,0.51,0.465,0.439,-99.999,-99.999
"886",1415,7,13,-0.438,0.036,0.47,0.51,0.465,0.439,-99.999,-99.999
"887",1416,7,14,-1.817,0.128,0.471,0.51,0.465,0.439,-99.999,-99.999
"888",1417,7,14,1.829,0.224,0.471,0.51,0.465,0.439,-99.999,-99.999
"889",1418,7,14,-0.843,0.306,0.471,0.51,0.465,0.439,-99.999,-99.999
"890",1419,7,14,1.482,0.359,0.471,0.51,0.465,0.439,-99.999,-99.999
"891",1420,7,14,2.008,0.368,0.471,0.51,0.465,0.439,-99.999,-99.999
"892",1421,7,14,1.127,0.322,0.471,0.51,0.465,0.439,-99.999,-99.999
"893",1422,7,14,0.818,0.228,0.471,0.51,0.465,0.439,-99.999,-99.999
"894",1423,7,14,0.99,0.099,0.471,0.51,0.466,0.441,-99.999,-99.999
"895",1424,7,14,-1.43,-0.044,0.471,0.51,0.466,0.441,-99.999,-99.999
"896",1425,7,14,-1.342,-0.176,0.471,0.51,0.466,0.441,-99.999,-99.999
"897",1426,7,14,-1.259,-0.282,0.472,0.51,0.466,0.441,-99.999,-99.999
"898",1427,7,14,1.268,-0.357,0.472,0.512,0.466,0.441,-99.999,-99.999
"899",1428,7,14,-3.185,-0.403,0.472,0.512,0.466,0.441,-99.999,-99.999
"900",1429,7,14,0.174,-0.417,0.472,0.512,0.466,0.441,-99.999,-99.999
"901",1430,7,14,0.909,-0.41,0.472,0.512,0.469,0.444,-99.999,-99.999
"902",1431,7,14,0.557,-0.393,0.472,0.515,0.469,0.444,-99.999,-99.999
"903",1432,7,14,-1.666,-0.364,0.472,0.515,0.469,0.444,-99.999,-99.999
"904",1433,7,14,-0.992,-0.316,0.472,0.52,0.469,0.444,-99.999,-99.999
"905",1434,7,14,0.016,-0.249,0.472,0.52,0.469,0.444,-99.999,-99.999
"906",1435,7,14,1.058,-0.172,0.472,0.52,0.469,0.444,-99.999,-99.999
"907",1436,7,14,-0.832,-0.087,0.472,0.52,0.469,0.444,-99.999,-99.999
"908",1437,7,14,-1.825,0.009,0.472,0.52,0.469,0.444,-99.999,-99.999
"909",1438,7,14,1.708,0.111,0.472,0.52,0.469,0.444,-99.999,-99.999
"910",1439,7,14,-2.578,0.208,0.473,0.52,0.47,0.445,-99.999,-99.999
"911",1440,7,14,2.57,0.289,0.473,0.52,0.47,0.445,-99.999,-99.999
"912",1441,7,14,1.054,0.33,0.473,0.52,0.47,0.446,-99.999,-99.999
"913",1442,7,14,4.324,0.323,0.473,0.521,0.472,0.447,-99.999,-99.999
"914",1443,7,14,-0.832,0.269,0.473,0.521,0.472,0.447,-99.999,-99.999
"915",1444,7,14,-2.875,0.2,0.474,0.522,0.472,0.447,-99.999,-99.999
"916",1445,7,14,0.248,0.139,0.474,0.522,0.472,0.447,-99.999,-99.999
"917",1446,7,14,-0.91,0.088,0.474,0.522,0.472,0.447,-99.999,-99.999
"918",1447,7,14,1.301,0.044,0.474,0.527,0.476,0.452,-99.999,-99.999
"919",1448,7,15,1.226,-0.002,0.474,0.527,0.476,0.452,-99.999,-99.999
"920",1449,7,15,-0.591,-0.049,0.474,0.527,0.48,0.457,-99.999,-99.999
"921",1450,7,15,-0.082,-0.087,0.474,0.527,0.48,0.457,-99.999,-99.999
"922",1451,7,15,-0.508,-0.108,0.474,0.527,0.48,0.457,-99.999,-99.999
"923",1452,7,15,-0.749,-0.106,0.474,0.527,0.48,0.457,-99.999,-99.999
"924",1453,7,15,-0.983,-0.076,0.474,0.527,0.48,0.457,-99.999,-99.999
"925",1454,7,15,-0.037,-0.022,0.474,0.527,0.48,0.457,-99.999,-99.999
"926",1455,7,15,-0.908,0.045,0.474,0.527,0.48,0.457,-99.999,-99.999
"927",1456,7,15,2.937,0.112,0.474,0.527,0.48,0.457,-99.999,-99.999
"928",1457,7,15,0.456,0.165,0.474,0.527,0.48,0.457,-99.999,-99.999
"929",1458,7,15,-2.025,0.205,0.474,0.527,0.48,0.457,-99.999,-99.999
"930",1459,7,16,1.329,0.239,0.474,0.527,0.48,0.457,-99.999,-99.999
"931",1460,7,16,-0.548,0.258,0.474,0.527,0.48,0.457,-99.999,-99.999
"932",1461,7,16,1.116,0.259,0.474,0.527,0.48,0.457,-99.999,-99.999
"933",1462,7,16,1.59,0.234,0.475,0.527,0.481,0.457,-99.999,-99.999
"934",1463,7,16,1.16,0.182,0.476,0.532,0.486,0.463,-99.999,-99.999
"935",1464,7,16,-0.521,0.116,0.476,0.532,0.486,0.463,-99.999,-99.999
"936",1465,7,17,-1.526,0.054,0.492,0.537,0.498,0.475,-99.999,-99.999
"937",1466,7,17,-0.203,0.009,0.492,0.537,0.498,0.475,-99.999,-99.999
"938",1467,7,17,0.179,-0.016,0.498,0.537,0.498,0.475,-99.999,-99.999
"939",1468,7,18,-2.093,-0.022,0.499,0.556,0.522,0.5,-99.999,-99.999
"940",1469,7,18,-0.199,-0.015,0.499,0.559,0.531,0.51,-99.999,-99.999
"941",1470,7,18,1.645,-0.011,0.499,0.565,0.539,0.518,-99.999,-99.999
"942",1471,7,20,-0.627,-0.029,0.512,0.576,0.548,0.528,-99.999,-99.999
"943",1472,7,20,2.827,-0.079,0.512,0.576,0.548,0.528,-99.999,-99.999
"944",1473,7,20,0.172,-0.168,0.512,0.576,0.548,0.528,-99.999,-99.999
"945",1474,7,20,0.537,-0.284,0.512,0.576,0.548,0.528,-99.999,-99.999
"946",1475,7,20,-3.05,-0.405,0.512,0.576,0.548,0.528,-99.999,-99.999
"947",1476,7,20,-1.254,-0.511,0.512,0.576,0.548,0.528,-99.999,-99.999
"948",1477,7,20,0.312,-0.595,0.512,0.576,0.548,0.528,-99.999,-99.999
"949",1478,7,20,0.861,-0.661,0.512,0.576,0.548,0.528,-99.999,-99.999
"950",1479,7,20,-2.488,-0.704,0.512,0.576,0.548,0.528,-99.999,-99.999
"951",1480,7,20,-1.135,-0.711,0.512,0.576,0.548,0.528,-99.999,-99.999
"952",1481,7,20,-1.576,-0.679,0.512,0.576,0.548,0.528,-99.999,-99.999
"953",1482,7,20,-2.05,-0.612,0.512,0.576,0.548,0.528,-99.999,-99.999
"954",1483,7,20,0.216,-0.523,0.512,0.576,0.548,0.528,-99.999,-99.999
"955",1484,7,20,1.634,-0.435,0.523,0.59,0.568,0.549,-99.999,-99.999
"956",1485,7,20,-0.953,-0.363,0.523,0.592,0.568,0.549,-99.999,-99.999
"957",1486,7,20,-0.034,-0.311,0.524,0.594,0.571,0.552,-99.999,-99.999
"958",1487,7,21,0.215,-0.281,0.55,0.604,0.571,0.552,-99.999,-99.999
"959",1488,7,21,1.901,-0.276,0.55,0.604,0.571,0.552,-99.999,-99.999
"960",1489,7,21,-2.27,-0.289,0.55,0.604,0.573,0.554,-99.999,-99.999
"961",1490,7,21,0.211,-0.301,0.552,0.612,0.578,0.56,-99.999,-99.999
"962",1491,7,21,-0.49,-0.306,0.552,0.612,0.58,0.561,-99.999,-99.999
"963",1492,7,21,-3.048,-0.292,0.556,0.612,0.58,0.561,-99.999,-99.999
"964",1493,7,21,0.667,-0.257,0.556,0.616,0.584,0.566,-99.999,-99.999
"965",1494,7,22,-1.082,-0.212,0.556,0.616,0.584,0.566,-99.999,-99.999
"966",1495,7,22,1.023,-0.171,0.556,0.616,0.585,0.567,-99.999,-99.999
"967",1496,7,22,3.597,-0.147,0.556,0.616,0.585,0.567,-99.999,-99.999
"968",1497,7,22,-0.528,-0.144,0.556,0.619,0.585,0.567,-99.999,-99.999
"969",1498,7,22,-1.621,-0.138,0.556,0.619,0.585,0.567,-99.999,-99.999
"970",1499,7,22,-0.98,-0.103,0.556,0.619,0.585,0.567,-99.999,-99.999
"971",1500,7,22,-2.745,-0.028,0.556,0.62,0.585,0.567,-99.999,-99.999
"972",1501,7,23,-0.188,0.088,0.556,0.621,0.585,0.567,-99.999,-99.999
"973",1502,7,23,-0.089,0.225,0.556,0.621,0.585,0.567,-99.999,-99.999
"974",1503,7,23,3.195,0.359,0.556,0.623,0.585,0.567,-99.999,-99.999
"975",1504,7,23,1.017,0.465,0.557,0.624,0.585,0.567,-99.999,-99.999
"976",1505,7,23,0.176,0.539,0.558,0.624,0.585,0.567,-99.999,-99.999
"977",1506,7,23,0.808,0.582,0.558,0.624,0.586,0.567,-99.999,-99.999
"978",1507,7,23,0.017,0.597,0.558,0.624,0.586,0.567,-99.999,-99.999
"979",1508,7,23,0.461,0.585,0.558,0.624,0.586,0.567,-99.999,-99.999
"980",1509,7,24,1.802,0.545,0.558,0.624,0.589,0.571,-99.999,-99.999
"981",1510,7,24,-0.317,0.473,0.559,0.626,0.589,0.571,-99.999,-99.999
"982",1511,7,24,1.29,0.375,0.559,0.626,0.589,0.571,-99.999,-99.999
"983",1512,7,24,2.121,0.254,0.559,0.627,0.589,0.571,-99.999,-99.999
"984",1513,7,24,-1.66,0.122,0.559,0.627,0.589,0.571,-99.999,-99.999
"985",1514,7,24,0.217,0,0.56,0.627,0.592,0.574,-99.999,-99.999
"986",1515,7,24,-1.025,-0.099,0.568,0.627,0.592,0.574,-99.999,-99.999
"987",1516,7,25,-0.738,-0.164,0.568,0.627,0.592,0.574,-99.999,-99.999
"988",1517,7,25,0.089,-0.192,0.58,0.63,0.593,0.574,-99.999,-99.999
"989",1518,7,25,-2.589,-0.182,0.581,0.63,0.593,0.574,-99.999,-99.999
"990",1519,7,25,1.782,-0.139,0.581,0.632,0.593,0.575,-99.999,-99.999
"991",1520,7,26,-1.733,-0.079,0.583,0.632,0.593,0.575,-99.999,-99.999
"992",1521,7,26,-0.326,-0.013,0.583,0.632,0.593,0.575,-99.999,-99.999
"993",1522,7,26,0.249,0.043,0.583,0.632,0.593,0.575,-99.999,-99.999
"994",1523,7,26,2.766,0.065,0.589,0.637,0.593,0.575,-99.999,-99.999
"995",1524,7,26,1.864,0.037,0.589,0.637,0.593,0.575,-99.999,-99.999
"996",1525,7,26,1.102,-0.04,0.589,0.638,0.593,0.575,-99.999,-99.999
"997",1526,7,26,-1.561,-0.142,0.589,0.638,0.593,0.575,-99.999,-99.999
"998",1527,7,26,-2.139,-0.24,0.603,0.64,0.593,0.575,-99.999,-99.999
"999",1528,7,26,0.079,-0.316,0.603,0.641,0.593,0.575,-99.999,-99.999
"1000",1529,7,26,-1.743,-0.363,0.604,0.642,0.593,0.575,-99.999,-99.999
"1001",1530,7,26,0.918,-0.38,0.604,0.642,0.593,0.575,-99.999,-99.999
"1002",1531,7,26,-1.342,-0.37,0.607,0.642,0.593,0.575,-99.999,-99.999
"1003",1532,7,26,-2.89,-0.332,0.607,0.642,0.593,0.575,-99.999,-99.999
"1004",1533,7,26,0.628,-0.273,0.607,0.642,0.595,0.577,-99.999,-99.999
"1005",1534,7,26,1.378,-0.218,0.607,0.642,0.595,0.577,-99.999,-99.999
"1006",1535,7,26,0.291,-0.187,0.607,0.642,0.595,0.577,-99.999,-99.999
"1007",1536,7,26,1.623,-0.187,0.607,0.642,0.596,0.577,-99.999,-99.999
"1008",1537,7,27,-1.313,-0.217,0.607,0.642,0.596,0.577,-99.999,-99.999
"1009",1538,7,28,-0.177,-0.265,0.607,0.644,0.596,0.578,-99.999,-99.999
"1010",1539,7,28,1.635,-0.322,0.61,0.646,0.596,0.578,-99.999,-99.999
"1011",1540,7,28,-2.881,-0.379,0.61,0.646,0.598,0.58,-99.999,-99.999
"1012",1541,7,28,-2.387,-0.416,0.61,0.646,0.613,0.595,-99.999,-99.999
"1013",1542,7,28,1.104,-0.432,0.61,0.653,0.613,0.595,-99.999,-99.999
"1014",1543,7,29,-0.22,-0.438,0.61,0.653,0.613,0.595,-99.999,-99.999
"1015",1544,7,29,0.546,-0.439,0.61,0.653,0.613,0.595,-99.999,-99.999
"1016",1545,7,29,-1.618,-0.434,0.616,0.664,0.613,0.595,-99.999,-99.999
"1017",1546,7,29,-0.938,-0.417,0.616,0.664,0.613,0.595,-99.999,-99.999
"1018",1547,7,29,0.475,-0.39,0.618,0.664,0.617,0.599,-99.999,-99.999
"1019",1548,7,30,-0.723,-0.358,0.618,0.664,0.621,0.604,-99.999,-99.999
"1020",1549,7,30,0.464,-0.323,0.618,0.664,0.621,0.604,-99.999,-99.999
"1021",1550,7,31,-2.366,-0.284,0.618,0.664,0.621,0.604,-99.999,-99.999
"1022",1551,7,32,1.821,-0.241,0.618,0.666,0.624,0.608,-99.999,-99.999
"1023",1552,7,32,1.23,-0.203,0.618,0.666,0.624,0.608,-99.999,-99.999
"1024",1553,7,32,-0.614,-0.167,0.618,0.666,0.624,0.608,-99.999,-99.999
"1025",1554,7,32,-3.264,-0.115,0.618,0.666,0.624,0.608,-99.999,-99.999
"1026",1555,7,32,0.14,-0.039,0.619,0.666,0.624,0.608,-99.999,-99.999
"1027",1556,7,33,-1.078,0.052,0.619,0.685,0.652,0.636,-99.999,-99.999
"1028",1557,7,33,2.272,0.139,0.619,0.685,0.652,0.636,-99.999,-99.999
"1029",1558,7,33,0.415,0.205,0.619,0.685,0.652,0.636,-99.999,-99.999
"1030",1559,7,33,1.294,0.239,0.619,0.685,0.652,0.636,-99.999,-99.999
"1031",1560,7,33,1.503,0.242,0.619,0.685,0.652,0.636,-99.999,-99.999
"1032",1561,7,33,-0.71,0.221,0.623,0.685,0.652,0.636,-99.999,-99.999
"1033",1562,7,33,-1.27,0.193,0.628,0.685,0.656,0.64,-99.999,-99.999
"1034",1563,7,33,-1.179,0.167,0.631,0.685,0.656,0.64,-99.999,-99.999
"1035",1564,7,34,2.72,0.141,0.634,0.685,0.658,0.642,-99.999,-99.999
"1036",1565,7,34,-1.45,0.103,0.634,0.685,0.658,0.642,-99.999,-99.999
"1037",1566,7,34,1.711,0.057,0.634,0.685,0.658,0.642,-99.999,-99.999
"1038",1567,7,34,-0.672,0.001,0.634,0.685,0.658,0.642,-99.999,-99.999
"1039",1568,7,34,0.215,-0.06,0.634,0.685,0.658,0.642,-99.999,-99.999
"1040",1569,7,34,0.533,-0.121,0.634,0.685,0.658,0.642,-99.999,-99.999
"1041",1570,7,35,-1.177,-0.175,0.634,0.685,0.658,0.642,-99.999,-99.999
"1042",1571,7,35,-2.217,-0.213,0.634,0.685,0.658,0.642,-99.999,-99.999
"1043",1572,7,35,0.555,-0.234,0.634,0.685,0.658,0.642,-99.999,-99.999
"1044",1573,7,35,0.733,-0.251,0.634,0.685,0.658,0.642,-99.999,-99.999
"1045",1574,7,35,0.826,-0.274,0.634,0.685,0.658,0.642,-99.999,-99.999
"1046",1575,7,36,-1.106,-0.301,0.634,0.688,0.661,0.645,-99.999,-99.999
"1047",1576,7,36,-1.256,-0.326,0.634,0.688,0.661,0.645,-99.999,-99.999
"1048",1577,7,37,1.407,-0.345,0.634,0.689,0.661,0.645,-99.999,-99.999
"1049",1578,7,37,0.455,-0.36,0.634,0.689,0.661,0.645,-99.999,-99.999
"1050",1579,7,37,-1.277,-0.362,0.635,0.689,0.661,0.645,-99.999,-99.999
"1051",1580,7,37,-2.686,-0.335,0.637,0.689,0.661,0.645,-99.999,-99.999
"1052",1581,7,37,-0.848,-0.271,0.639,0.689,0.661,0.645,-99.999,-99.999
"1053",1582,7,37,0.5,-0.179,0.639,0.689,0.661,0.645,-99.999,-99.999
"1054",1583,7,37,-0.018,-0.078,0.641,0.689,0.663,0.647,-99.999,-99.999
"1055",1584,7,38,0.046,0.021,0.642,0.689,0.663,0.647,-99.999,-99.999
"1056",1585,7,39,-0.43,0.106,0.643,0.689,0.663,0.647,-99.999,-99.999
"1057",1586,7,39,0.583,0.165,0.643,0.689,0.663,0.647,-99.999,-99.999
"1058",1587,7,39,2.249,0.183,0.643,0.689,0.663,0.647,-99.999,-99.999
"1059",1588,7,39,0.814,0.151,0.643,0.689,0.663,0.647,-99.999,-99.999
"1060",1589,7,39,0.938,0.075,0.643,0.689,0.663,0.647,-99.999,-99.999
"1061",1590,7,40,0.31,-0.032,0.643,0.689,0.663,0.647,-99.999,-99.999
"1062",1591,7,40,-1.44,-0.147,0.643,0.689,0.663,0.647,-99.999,-99.999
"1063",1592,7,40,0.587,-0.247,0.643,0.689,0.663,0.647,-99.999,-99.999
"1064",1593,7,40,-2.224,-0.314,0.643,0.689,0.663,0.647,-99.999,-99.999
"1065",1594,7,40,-1.726,-0.333,0.643,0.689,0.663,0.647,-99.999,-99.999
"1066",1595,7,40,-1.716,-0.298,0.643,0.689,0.663,0.647,-99.999,-99.999
"1067",1596,7,41,1.192,-0.221,0.643,0.689,0.663,0.647,-99.999,-99.999
"1068",1597,7,41,1.173,-0.121,0.643,0.689,0.663,0.647,-99.999,-99.999
"1069",1598,7,41,-1.452,-0.009,0.643,0.689,0.663,0.647,-99.999,-99.999
"1070",1599,7,41,2.263,0.112,0.643,0.689,0.663,0.647,-99.999,-99.999
"1071",1600,7,41,-3.049,0.237,0.643,0.689,0.663,0.647,-99.999,-99.999
"1072",1601,7,41,2.196,0.365,0.643,0.689,0.663,0.647,-99.999,-99.999
"1073",1602,7,41,1.832,0.481,0.643,0.689,0.663,0.647,-99.999,-99.999
"1074",1603,7,41,-0.434,0.579,0.643,0.689,0.663,0.647,-99.999,-99.999
"1075",1604,7,42,0.424,0.663,0.644,0.689,0.663,0.647,-99.999,-99.999
"1076",1605,7,42,0.614,0.734,0.644,0.689,0.663,0.647,-99.999,-99.999
"1077",1606,7,42,1.781,0.785,0.645,0.689,0.663,0.647,-99.999,-99.999
"1078",1607,7,43,-1.247,0.814,0.645,0.689,0.663,0.647,-99.999,-99.999
"1079",1608,7,43,2.651,0.821,0.645,0.689,0.663,0.647,-99.999,-99.999
"1080",1609,7,43,-0.201,0.794,0.645,0.689,0.663,0.647,-99.999,-99.999
"1081",1610,7,44,1.96,0.732,0.645,0.689,0.663,0.647,-99.999,-99.999
"1082",1611,7,44,0.894,0.631,0.645,0.689,0.663,0.647,-99.999,-99.999
"1083",1612,7,44,1.93,0.493,0.645,0.689,0.663,0.647,-99.999,-99.999
"1084",1613,7,45,0.081,0.326,0.645,0.689,0.663,0.647,-99.999,-99.999
"1085",1614,7,45,-1.282,0.15,0.645,0.689,0.663,0.647,-99.999,-99.999
"1086",1615,7,45,-0.224,-0.02,0.647,0.689,0.663,0.647,-99.999,-99.999
"1087",1616,7,45,-1.385,-0.177,0.647,0.689,0.663,0.647,-99.999,-99.999
"1088",1617,7,45,2.581,-0.321,0.647,0.689,0.663,0.647,-99.999,-99.999
"1089",1618,7,45,-0.794,-0.454,0.647,0.689,0.663,0.647,-99.999,-99.999
"1090",1619,7,45,-1.794,-0.562,0.649,0.689,0.663,0.647,-99.999,-99.999
"1091",1620,7,45,-2.139,-0.631,0.649,0.689,0.663,0.647,-99.999,-99.999
"1092",1621,7,45,-0.252,-0.658,0.649,0.689,0.663,0.647,-99.999,-99.999
"1093",1622,7,45,-1.289,-0.652,0.649,0.689,0.663,0.647,-99.999,-99.999
"1094",1623,7,45,-1.394,-0.62,0.649,0.689,0.663,0.647,-99.999,-99.999
"1095",1624,7,45,0.965,-0.576,0.649,0.689,0.663,0.647,-99.999,-99.999
"1096",1625,7,45,1.396,-0.538,0.649,0.689,0.663,0.647,-99.999,-99.999
"1097",1626,7,45,-1.336,-0.51,0.649,0.689,0.663,0.647,-99.999,-99.999
"1098",1627,7,46,-0.69,-0.485,0.649,0.689,0.663,0.647,-99.999,-99.999
"1099",1628,7,47,0.113,-0.456,0.649,0.688,0.663,0.647,-99.999,-99.999
"1100",1629,7,47,-1.985,-0.418,0.649,0.688,0.663,0.647,-99.999,-99.999
"1101",1630,7,47,-1.457,-0.368,0.649,0.688,0.663,0.647,-99.999,-99.999
"1102",1631,7,47,1.317,-0.31,0.649,0.688,0.663,0.647,-99.999,-99.999
"1103",1632,7,47,-1.218,-0.258,0.649,0.688,0.663,0.647,-99.999,-99.999
"1104",1633,7,47,2.041,-0.218,0.649,0.688,0.663,0.647,-99.999,-99.999
"1105",1634,7,47,-0.741,-0.195,0.649,0.688,0.662,0.647,-99.999,-99.999
"1106",1635,7,47,-0.3,-0.182,0.649,0.688,0.662,0.647,-99.999,-99.999
"1107",1636,7,48,-0.346,-0.174,0.649,0.688,0.662,0.647,-99.999,-99.999
"1108",1637,7,48,-0.187,-0.165,0.649,0.688,0.662,0.647,-99.999,-99.999
"1109",1638,7,48,-1.123,-0.153,0.649,0.688,0.662,0.647,-99.999,-99.999
"1110",1639,7,49,-2.603,-0.136,0.649,0.688,0.662,0.647,-99.999,-99.999
"1111",1640,7,49,0.275,-0.123,0.649,0.688,0.662,0.647,-99.999,-99.999
"1112",1641,7,49,4.987,-0.141,0.649,0.688,0.662,0.647,-99.999,-99.999
"1113",1642,7,49,-0.263,-0.208,0.649,0.688,0.662,0.647,-99.999,-99.999
"1114",1643,7,49,-0.507,-0.309,0.649,0.688,0.662,0.647,-99.999,-99.999
"1115",1644,7,49,-0.409,-0.424,0.649,0.688,0.662,0.647,-99.999,-99.999
"1116",1645,7,49,-2.588,-0.529,0.65,0.688,0.662,0.647,-99.999,-99.999
"1117",1646,7,49,-1.936,-0.609,0.65,0.688,0.662,0.647,-99.999,-99.999
"1118",1647,7,49,-1.076,-0.66,0.65,0.687,0.662,0.647,-99.999,-99.999
"1119",1648,7,49,1.25,-0.695,0.651,0.684,0.661,0.645,-99.999,-99.999
"1120",1649,7,49,-1.418,-0.725,0.651,0.684,0.658,0.642,-99.999,-99.999
"1121",1650,7,49,1.7,-0.751,0.651,0.684,0.658,0.642,-99.999,-99.999
"1122",1651,7,49,-1.806,-0.773,0.651,0.684,0.658,0.642,-99.999,-99.999
"1123",1652,7,49,-3.167,-0.776,0.651,0.684,0.658,0.642,-99.999,-99.999
"1124",1653,7,50,-0.798,-0.754,0.651,0.684,0.658,0.642,-99.999,-99.999
"1125",1654,7,51,0.711,-0.715,0.651,0.684,0.658,0.642,-99.999,-99.999
"1126",1655,7,51,-1.575,-0.671,0.651,0.684,0.658,0.642,-99.999,-99.999
"1127",1656,7,51,1.365,-0.626,0.651,0.684,0.658,0.642,-99.999,-99.999
"1128",1657,7,51,-2.112,-0.584,0.651,0.684,0.658,0.642,-99.999,-99.999
"1129",1658,7,51,0.006,-0.541,0.651,0.684,0.658,0.642,-99.999,-99.999
"1130",1659,7,51,-0.089,-0.497,0.651,0.683,0.658,0.642,-99.999,-99.999
"1131",1660,7,51,-0.599,-0.451,0.651,0.682,0.656,0.64,-99.999,-99.999
"1132",1661,7,51,-1.343,-0.4,0.651,0.682,0.656,0.64,-99.999,-99.999
"1133",1662,7,51,-0.403,-0.342,0.651,0.681,0.656,0.64,-99.999,-99.999
"1134",1663,7,51,0.027,-0.28,0.651,0.679,0.656,0.64,-99.999,-99.999
"1135",1664,7,51,0.968,-0.221,0.651,0.679,0.656,0.64,-99.999,-99.999
"1136",1665,7,51,-1.453,-0.166,0.651,0.679,0.656,0.64,-99.999,-99.999
"1137",1666,7,52,1.271,-0.111,0.651,0.679,0.656,0.64,-99.999,-99.999
"1138",1667,7,52,-3.722,-0.055,0.651,0.679,0.656,0.64,-99.999,-99.999
"1139",1668,7,52,2.481,0.001,0.651,0.679,0.652,0.637,-99.999,-99.999
"1140",1669,7,52,0.714,0.043,0.651,0.679,0.647,0.631,-99.999,-99.999
"1141",1670,7,52,-0.371,0.063,0.651,0.678,0.647,0.631,-99.999,-99.999
"1142",1671,7,52,-1.801,0.065,0.651,0.676,0.647,0.631,-99.999,-99.999
"1143",1672,7,52,3.737,0.047,0.651,0.675,0.647,0.631,-99.999,-99.999
"1144",1673,7,52,-0.053,-0.001,0.651,0.675,0.647,0.631,-99.999,-99.999
"1145",1674,7,52,-0.246,-0.068,0.651,0.675,0.646,0.63,-99.999,-99.999
"1146",1675,7,52,-0.657,-0.135,0.651,0.675,0.645,0.629,-99.999,-99.999
"1147",1676,7,52,-0.178,-0.189,0.651,0.675,0.644,0.627,-99.999,-99.999
"1148",1677,7,52,-2.548,-0.218,0.651,0.675,0.643,0.627,-99.999,-99.999
"1149",1678,7,52,0.25,-0.215,0.651,0.675,0.643,0.627,-99.999,-99.999
"1150",1679,7,52,-1.457,-0.188,0.651,0.672,0.643,0.627,-99.999,-99.999
"1151",1680,7,52,0.147,-0.147,0.651,0.67,0.643,0.627,-99.999,-99.999
"1152",1681,7,52,3.017,-0.11,0.651,0.665,0.643,0.627,-99.999,-99.999
"1153",1682,7,52,-0.586,-0.09,0.651,0.665,0.643,0.627,-99.999,-99.999
"1154",1683,7,52,-1.506,-0.079,0.651,0.665,0.643,0.627,-99.999,-99.999
"1155",1684,7,52,0.89,-0.069,0.651,0.665,0.643,0.626,-99.999,-99.999
"1156",1685,7,53,0.685,-0.064,0.651,0.665,0.643,0.626,-99.999,-99.999
